Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Montos / topes,Detalle,Imagen URL,Bases y condiciones URL,URL categoría,Tarjetas verificadas,Variante,Tipo de variante,Etiqueta de variante
Laboratorios,Coop. Universitaria,Biogenic,20% de descuento,lunes,"Vigencia Desde el 01 de agosto de 2023 hasta el 01 de agosto de 2024, con renovación automática",TOPE DE DESCUENTO Descuento del 20% De lunes a sábado; Tope de descuento No aplica,"Biogenic 20% de descuento BASES Y CONDICIONES Promoción “LABORATORIO BIOGENIC” Vigencia Desde el 01 de agosto de 2023 hasta el 01 de agosto de 2024, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 20% De lunes a sábado. N/A N/A Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarjetas de Crédito PANAL, CABAL Y MASTERCARD, un descuento del 20% en todos los servicios laboratoriales, de lunes a sábados, a ser aplicado en la caja al momento del pago. Exclusiones La promoción no aplica para pagos en efectivo. Tope de descuento No aplica. Observaciones Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/biogenic1744394677.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1694089925.pdf,https://www.universitaria.coop/promociones/post/laboratorios,,,,
Laboratorios,Coop. Universitaria,MEYERLAB,15% de descuento en análisis clínicos,Todos los días,Vigencia Desde el 06 de noviembre de 2025 hasta el 06 de noviembre de 2026,,"15% de descuento en análisis clínicos. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/1770835144.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1770835144.pdf,https://www.universitaria.coop/promociones/post/laboratorios,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1770835144-meyerlab-0,base,análisis clínicos
Laboratorios,Coop. Universitaria,MEYERLAB,5% de descuento en diferencias no cubiertas por seguro médico privado,Todos los días,Vigencia Desde el 06 de noviembre de 2025 hasta el 06 de noviembre de 2026,,"5% de descuento en diferencias no cubiertas por seguro médico privado. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/1770835144.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1770835144.pdf,https://www.universitaria.coop/promociones/post/laboratorios,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1770835144-meyerlab-1,base,diferencias no cubiertas por seguro médico privado
Mecánica,Coop. Universitaria,AUTOPAR,35% de descuento,Todos los días,"Vigencia Desde el 02 de mayo de 2018 hasta el 02 de mayo 2019, con renovación automática",TOPE DE DESCUENTO 35% de Descuento Todos los días N/A N/A Beneficios LA EMPRESA otorgará a los socios de LA COOPERATIVA que realicen sus pagos a través de las Tarje; Tope de descuento No aplica,"AUTOPAR 35% de descuento BASES Y CONDICIONES Promoción “AUTOPAR” Vigencia Desde el 02 de mayo de 2018 hasta el 02 de mayo 2019, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO 35% de Descuento Todos los días N/A N/A Beneficios LA EMPRESA otorgará a los socios de LA COOPERATIVA que realicen sus pagos a través de las Tarjetas de Crédito PANAL, CABAL Y MASTERCARD emitidas por la misma y créditos concedidos por la institución, un 35% de descuento todos los días, sobre el precio de lista de los productos ofrecidos. El descuento será realizado en la caja, al momento del pago. Exclusiones La promoción no aplica para pagos en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/autopar1720444618.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1712260628.pdf,https://www.universitaria.coop/promociones/post/mecanica,,,,
Mecánica,Coop. Universitaria,Avenida Autocentro,20% de descuento,Todos los días,Vigencia Desde el 09 de junio de 2026 hasta el 09 de junio de 2027,,"20% de descuento. Sobre precio de lista vigente. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento-y-hasta-6-cuotas-sin-intereses1783513098.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783513098.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783513098-avenida-autocentro-0,base,Sobre precio de lista vigente
Mecánica,Coop. Universitaria,Avenida Autocentro,Hasta 6 cuotas sin intereses,Todos los días,Vigencia Desde el 09 de junio de 2026 hasta el 09 de junio de 2027,,"Hasta 6 cuotas sin intereses. Compras con tarjetas de crédito. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento-y-hasta-6-cuotas-sin-intereses1783513098.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783513098.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783513098-avenida-autocentro-1,base,Compras con tarjetas de crédito
Mecánica,Coop. Universitaria,GRUPO SAJA - BAJAJ,10% de descuento en modelos participantes,Todos los Días,Vigencia Desde el 08 de julio de 2026 hasta el 08 de julio de 2027,,"10% de descuento en modelos participantes. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/10-de-descuento1786111979.jpg,https://www.universitaria.coop/assets_front/img/promos/1786111849.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-1786111849-grupo-saja-bajaj-0,base,Beneficio indicado en las bases
Mecánica,Coop. Universitaria,NEUMATEC,10% de descuento,Todos los días,Vigencia Desde el 01 de abril de 2026 hasta el 31 de diciembre de 2026,TOPE DE COMPRA DESCUENTO 10% de descuento en Todos los martes y N/A N/A todos los productos y miércoles servicios ofrecidos Hasta seis (6) cuotas sin Todos los días; Tope de descuento No aplica,"NEUMATEC 10% de descuento BASES Y CONDICIONES Promoción “NEUMATEC” Vigencia Desde el 01 de abril de 2026 hasta el 31 de diciembre de 2026. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE TOPE DE COMPRA DESCUENTO 10% de descuento en Todos los martes y N/A N/A todos los productos y miércoles servicios ofrecidos Hasta seis (6) cuotas sin Todos los días intereses Beneficios NEUMATEC otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarjetas de Crédito PANAL, CABAL y MASTERCARD emitidas por la misma, un 10% (diez por ciento) de descuento sobre el precio de lista de productos y servicios ofrecidos, todos los martes y miércoles, a ser aplicado en la caja al momento del pago. Además, hasta 6 (seis) cuotas sin intereses todos los días, sobre todos los productos y servicios ofrecidos. Exclusiones La promoción no aplica para compras en efectivo. Tope de descuento No aplica. Observaciones La promoción regirá en los siguientes locales: CASA CENTRAL VILLARICA y SUCURSAL 1: SAN JUAN NEPOMUCENO. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/neumatec1781007551.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1781007551.pdf,https://www.universitaria.coop/promociones/post/mecanica,,,,
Mecánica,Coop. Universitaria,SCORECAR,10% de descuento todos los días,todos los días,Vigencia Desde el 9 de diciembre de 2025 hasta el 9 de diciembre de 2026,TOPE DE DESCUENTO Descuento del 10% todos los días N/A N/A Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarje; Tope de descuento No aplica,"SCORECAR 10% de descuento todos los días BASES Y CONDICIONES Promoción “SCORECAR PRO” Vigencia Desde el 9 de diciembre de 2025 hasta el 9 de diciembre de 2026. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 10% todos los días N/A N/A Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarjetas de créditos PANAL, CABAL y MASTERCARD emitidas por la misma, un descuento del 10% en el pago de los servicios y/o productos ofrecidos, todos los días, aplicado en la caja al momento del pago. Exclusiones Los descuentos no son acumulables con otras promociones y no aplica para pagos en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/1770216818.jpg,https://www.universitaria.coop/assets_front/img/promos/1770216818.pdf,https://www.universitaria.coop/promociones/post/mecanica,,,,
Mecánica,Coop. Universitaria,Todo Cubierta,5% de descuento en cubiertas,"Lunes, martes y jueves",Vigencia Desde el 01 de mayo de 2026 hasta el 01 de mayo de 2027,,"5% de descuento en cubiertas. Compras de cubiertas. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-20-de-descuento1779388834.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783514643.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783514643-todo-cubierta-0,base,Compras de cubiertas
Mecánica,Coop. Universitaria,Todo Cubierta,10% de descuento en cubiertas,Miércoles y viernes,Vigencia Desde el 01 de mayo de 2026 hasta el 01 de mayo de 2027,,"10% de descuento en cubiertas. Compras de cubiertas. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-20-de-descuento1779388834.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783514643.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783514643-todo-cubierta-1,base,Compras de cubiertas
Mecánica,Coop. Universitaria,Todo Cubierta,"20% de descuento en alineación, balanceo y rotación",Todos los días,Vigencia Desde el 01 de mayo de 2026 hasta el 01 de mayo de 2027,,"20% de descuento en alineación, balanceo y rotación. Servicios de alineación, balanceo y rotación. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-20-de-descuento1779388834.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783514643.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783514643-todo-cubierta-2,base,"Servicios de alineación, balanceo y rotación"
Mecánica,Coop. Universitaria,Todo Cubierta,Hasta 6 cuotas sin intereses,Todos los días,Vigencia Desde el 01 de mayo de 2026 hasta el 01 de mayo de 2027,,"Hasta 6 cuotas sin intereses. Compras con tarjetas de crédito. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/hasta-20-de-descuento1779388834.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783514643.pdf,https://www.universitaria.coop/promociones/post/mecanica,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783514643-todo-cubierta-3,base,Compras con tarjetas de crédito
Muebles,Coop. Universitaria,Materassi,20% de descuento,Todos los días,"Vigencia Desde el 14 de agosto de 2018 hasta el 14 de agosto de 2019, con renovación automática",TOPE DE DESCUENTO Descuento del 20% Todos los días; Tope de descuento No aplica,"Materassi Todos los días BASES Y CONDICIONES Promoción “COLCHONES MATERASSI” Vigencia Desde el 14 de agosto de 2018 hasta el 14 de agosto de 2019, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 20% Todos los días. No aplica. No aplica. Beneficios LA EMPRESA otorgará a los socios que abonen con sus tarjetas de crédito PANAL, CABAL Y MASTERCARD emitidas por UNIVERSITARIA el 20% de descuento, todos los días, en todos los productos ofrecidos. Dicho descuento será aplicado en la caja al momento del pago. Exclusiones El descuento no aplica para pagos en efectivo. Se exceptúan los productos que ya cuentan con descuentos especiales. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1746042176.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1715108394.pdf,https://www.universitaria.coop/promociones/post/muebles,,,,
Salud,Coop. Universitaria,ASISMED,Hasta 10% de descuento,Todos los días,"Vigencia Desde el 28 de abril de 2023 hasta el 28 de abril de de 2024, con renovación automática",TOPE DE DESCUENTO Descuentos hasta el 10% Todos los días N/A N/A Beneficios LA EMPRESA otorgará por única vez a los socios de UNIVERSITARIA que contraten un plan de; Tope de descuento No aplica,"ASISMED Hasta 10% de descuento BASES Y CONDICIONES Promoción “ASISMED” Vigencia Desde el 28 de abril de 2023 hasta el 28 de abril de de 2024, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuentos hasta el 10% Todos los días N/A N/A Beneficios LA EMPRESA otorgará por única vez a los socios de UNIVERSITARIA que contraten un plan de cobertura médica ofrecida por ella y realicen sus pagos a través del débito automático de las tarjetas emitidas por la CU: Panal, Cabal y MasterCard, cuanto sigue: • 10% de descuento sobre el valor de la prima/cuota mensual vigente a la suscripción del contrato, del plan elegido entre el Medical Plus, Vip Plus, Vip Plus Superior, Exclusivo Estándar, Exclusivo Vip y Exclusivo Superior. Manteniéndose el beneficio a la renovación de su contrato, siempre y cuando sus pagos sean a través del débito automático de su tarjeta emitida por la CU: Panal, Cabal y/o MasterCard y que el presente convenio siga vigente. • 5% de descuento sobre el valor de la prima anual vigente a la suscripción del contrato del plan Premium. Manteniéndose el beneficio a la renovación de su contrato, siempre y cuando sus pagos sean a través del débito automático de su tarjeta emitida por la CU: Panal, Cabal y/o MasterCard y que el presente convenio siga vigente. • Exoneración de la tasa de inscripción a la Incorporación. • Exoneración de carencias en las prestaciones, es decir, la cobertura médica será inmediata en todas las prestaciones ambulatorias y sanatoriales de carácter agudo (salvo que estén descriptas en la cláusula de limitaciones de cobertura). • 5% de descuento sobre el valor de la prima vigente para el plan de cobertura específica para maternidad “Prima de Maternidad”, este beneficio es exclusivo para la incorporación de socias con diagnóstico de embarazo que no cuenten con un plan de cobertura vigente y adquieran uno de los planes en convenio. Exclusiones La promoción no es válida para contratos vigentes y no aplica el descuento para pagos en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/asismed1784816787.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1685129991.pdf,https://www.universitaria.coop/promociones/post/salud,,,,
Salud,Coop. Universitaria,CLIO COBERTURA ODONTOLÓGICA,15% de descuento,Todos los días,Vigencia Desde el 27 de octubre de 2025 hasta el 27 de octubre de 2026,TOPE DE DESCUENTO Descuento del 15% Todos los días N/A N/A Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarje; Tope de descuento No aplica,"CLIO COBERTURA ODONTOLÓGICA Todos los días BASES Y CONDICIONES Promoción “CLIO COBERTURA ODONTOLÓGICA” Vigencia Desde el 27 de octubre de 2025 hasta el 27 de octubre de 2026. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 15% Todos los días N/A N/A Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarjetas de créditos PANAL, CABAL y MASTERCARD emitidas por la misma, un beneficio del 15% de descuento en el valor de las cuotas en los planes de cobertura dental Clio, Bienestar e Infinite, abonando a través del servicio de débito automático. Exclusiones Los descuentos no son acumulables con otras promociones. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/15-de-descuento1762455671.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1762455671.pdf,https://www.universitaria.coop/promociones/post/salud,,,,
Salud,Coop. Universitaria,Clinica ELGUE,Hasta 40% de descuento en odontología,Todos los Días,"Vigencia Desde el 03 de agosto de 2026, con renovación automática",,"Hasta 40% de descuento en odontología. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/clinica-elgue1786390000.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1786390000.pdf,https://www.universitaria.coop/promociones/post/salud,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1786390000-clinica-elgue-0,base,Beneficio indicado en las bases
Salud,Coop. Universitaria,MediCoop Laboratorio | Caacupé,15% de descuento en análisis clínicos,Todos los días,Vigencia Desde el 09 de junio de 2026 hasta el 09 de junio de 2027,,"15% de descuento en análisis clínicos. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/15-de-descuento1783600286.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783600286.pdf,https://www.universitaria.coop/promociones/post/salud,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783600286-medicoop-laboratorio-caacup-0,base,Beneficio indicado en las bases
Salud,Coop. Universitaria,OAMI Medicina Pre-Paga,10% de descuento en planes para nuevos ingresantes,Todos los días,"Vigencia Desde el 26 de febrero de 2025, con renovación automática",,"10% de descuento en planes para nuevos ingresantes. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/oami-medicina-pre-paga1773837106.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1773837106.pdf,https://www.universitaria.coop/promociones/post/salud,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1773837106-oami-medicina-pre-paga-0,base,Beneficio indicado en las bases
Salud,Coop. Universitaria,SANTA CLARA,10% de descuento en planes nuevos con débito automático,Todos los Días,Vigencia Desde el 15 de junio de 2026 hasta el 15 de junio de 2027,,"10% de descuento en planes nuevos con débito automático. Beneficio indicado en las bases. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria.",https://www.universitaria.coop/assets_front/img/promos/10-de-descuento1785336669.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1784804823.pdf,https://www.universitaria.coop/promociones/post/salud,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1784804823-santa-clara-0,base,Beneficio indicado en las bases
Salud,Coop. Universitaria,Servicio Médico Migone,10% de Descuento,Todos los días,"Vigencia Desde el 14 de agosto de 2024 hasta el 14 de agosto de 2026, con renovación automática",TOPE DE DESCUENTO Descuento del 10% Todos los días N/A N/A mensual en los planes médicos Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen s; Tope de descuento No aplica,"Servicio Médico Migone 10% de Descuento BASES Y CONDICIONES Promoción “SERVICIOS MÉDICOS MIGONE” Vigencia Desde el 14 de agosto de 2024 hasta el 14 de agosto de 2026, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 10% Todos los días N/A N/A mensual en los planes médicos Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos a través de las Tarjetas de Crédito PANAL, CABAL Y MASTERCARD, en la modalidad débito automático, un descuento del 10% mensual en todos los planes médicos NUEVOS CONTRATOS:  Dos planes de coberturas exclusivas para sus Socios.  10% de descuento sobre las cuotas establecidas en la planilla de precios  Pago exclusivo con las tarjetas de UNIVERSITARIA.  Vigencias inmediatas en todos los servicios, excepto Cirugías programadas y Maternidad con carencias reducidas Los Beneficiarios de Servicios Médicos Migone que deseen migrar a uno de los planes de la Cooperativa, podrán realizarlo previo análisis de sus cuotas. Exclusiones La promoción no aplica para compras en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/todos-los-dias1755780512.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1755780512.pdf,https://www.universitaria.coop/promociones/post/salud,,,,
Servicios,Coop. Universitaria,CUSAT,25% de descuento,Todos los días,"Vigencia Desde el 8 de marzo de 2019, con renovación automática",TOPE DE DESCUENTO Descuento del 25% Todos los días; Tope de descuento No aplica,"CUSAT 25% de descuento BASES Y CONDICIONES Promoción “CUSAT” Vigencia Desde el 8 de marzo de 2019, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 25% Todos los días. N/A N/A Beneficios LA EMPRESA otorgará a los socios de UNIVERSITARIA que realicen sus pagos por débitos automáticos a través de las tarjetas PANAL, CABAL y MASTERCARD emitidas por la misma, un 25% de descuento al momento del pago sobre los servicios de custodia satelital ofrecidas en los siguientes planes: PLAN AUTOGESTIÓN, PLAN BÁSICO Y PLAN FULL. PLANES CUSAT PRECIO AL PÚBLICO PRECIO PROMOCIONAL Plan Autogestión 120.000.- 90.000.- Plan Básico 275.000.- 206.250.- Plan Full 320.000.- 240.000.- Exclusiones No aplica para pagos en efectivo. Tope de descuento No aplica. Observaciones Promoción válida para pagos a través de débito automático de las T.C. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/cusat1719603494.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1719603366.pdf,https://www.universitaria.coop/promociones/post/servicios,,,,
Servicios,Coop. Universitaria,DG Control y Servicios | Control de Plagas,25% de descuento,Todos los días,"Vigencia Desde el 11 de febrero de 2020, con renovación automática",TOPE DE DESCUENTO Descuento del 25% Todos los días; Tope de descuento No aplica,"DG Control y Servicios | Control de Plagas Todos los días BASES Y CONDICIONES Promoción “DG CONTROL Y SERVICIOS” Vigencia Desde el 11 de febrero de 2020, con renovación automática. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE COMPRA TOPE DE DESCUENTO Descuento del 25% Todos los días. N/A N/A Beneficios LA EMPRESA otorgará a los socios de LA COOPERATIVA que realicen sus pagos a través de las Tarjetas de Crédito PANAL, CABAL y MASTERCARD emitidas por la misma, hasta un 25% de descuento sobre los servicios de Control de plagas y fumigaciones, todos los días. El descuento será aplicado en la caja al momento del pago. Exclusiones No aplica para pagos en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al 021 6170000",https://www.universitaria.coop/assets_front/img/promos/dg-control-y-servicios1720185570.jpg,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1700670082.pdf,https://www.universitaria.coop/promociones/post/servicios,,,,
Servicios,Coop. Universitaria,VETERINARIA PLANES PET,DE HASTA 20% DE DESCUENTO,Todos los días,Vigencia Desde el 05 de agosto de 2026 hasta el 05 de febrero de 2027,TOPE DE COMPRA DESCUENTO 1; Tope de descuento No aplica; Gs. 30.000; Gs. 100.000; Gs. 100.000.,"VETERINARIA PLANES PET DE HASTA 20% DE DESCUENTO BASES Y CONDICIONES Promoción “VETERINARIA PLANES PET” Vigencia Desde el 05 de agosto de 2026 hasta el 05 de febrero de 2027. Condiciones PROMOCIÓN FRECUENCIA LÍMITE DE TOPE DE COMPRA DESCUENTO 1. Descuento de hasta 20% en cirugías Todos los días. N/A N/A programadas 2. Plan de Gs. 30.000 mensuales 3. Plan de Gs. 100.000 mensuales Beneficios La empresa ofrece a los asociados de UNIVERSITARIA un plan integral para el cuidado de mascotas, abonando a través del débito automático en sus tarjetas PANAL, CABAL y MASTERCARD la suma mensual de Gs. 30.000 (guaraníes treinta mil guaraníes) que incluye los siguientes beneficios:  Consultas veterinarias generales ilimitadas.  Atención prioritaria.  Vacuna antirrábica - anual (desde el tercer mes).  20% de descuento en vacunas, medicamentos, baño, peluquería, corte de uñas y análisis.  10% de descuento en productos y alimentos.  20% de descuento en cirugías programadas.  Un control preventivo anual.  Recordatorios por WhatsApp.  Servicio de sepelio animal (búsqueda y entierro).  Antiparasitario interno para mascotas recién nacidas.  Insumos descartables.  Multivitamínico en polvo dos veces al año (desde el tercer mes). Además, ofrecerá a los socios de UNIVERSITARIA que abonen la suma de Gs. 100.000.- (guaraníes cien mil) mensualmente a través del servicio de débito automático de las tarjetas PANAL, CABAL y MASTERCARD el plan denominado “SEGURO MÉDICO PARA TU MASCOTA”, el cual contempla cuanto sigue: • Atención veterinaria ilimitada. • Vacuna antiparasitaria (al segundo mes). • Vacuna antirrábica (al tercer mes). • Vacuna séxtuple (al cuarto mes). • Vacuna triplefelina (al cuarto mes). • Hemograma (al quinto mes). • Antigarrapata, antipulga cada 6 meses. • Pastilla para caída de pelo cada 6 meses. • Multivitamínico en polvo (al sexto mes) dos veces al año. • Guardería dos veces al año. • Un control preventivo anual. • Antiparasitario interno para mascotas recién nacidas (inmediata). • 10% de descuento en productos y alimentos. • 20% de descuento en cirugías programadas. • Insumos descartables. Exclusiones Los descuentos no son acumulables con otras promociones y no son válidos para pagos en efectivo. Tope de descuento No aplica. Observaciones Ninguna. Ante consultas sobre las bases y condiciones, comunícate al (021)-617.0000.",https://www.universitaria.coop/assets_front/img/promos/1788800583.png,https://www.universitaria.coop/assets_front/img/promos/1788800583.pdf,https://www.universitaria.coop/promociones/post/servicios,,,,
Supermercados,Coop. Universitaria,Archi - La Tienda Archi,20% de reintegro con QR,Todos los Viernes,Vigencia Desde el 03 de abril de 2026 hasta el 30 de septiembre de 2026,Límite de compra mensual por cuenta: Gs. 1.000.000. Tope mensual de reintegro o descuento: Gs. 200.000.,"20% de reintegro con QR. Pago con QR en la app Universitaria. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria. Límite de compra mensual por cuenta: Gs. 1.000.000. Tope mensual de reintegro o descuento: Gs. 200.000.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1783105002.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783105002.pdf,https://www.universitaria.coop/promociones/post/supermercados,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783105002-archi-la-tienda-archi-0,base,Pago con QR en la app Universitaria
Supermercados,Coop. Universitaria,Archi - La Tienda Archi,10% de reintegro con tarjeta física,Todos los Viernes,Vigencia Desde el 03 de abril de 2026 hasta el 30 de septiembre de 2026,Límite de compra mensual por cuenta: Gs. 1.000.000. Tope mensual de reintegro o descuento: Gs. 100.000.,"10% de reintegro con tarjeta física. Pago con tarjeta de crédito física. Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria. Límite de compra mensual por cuenta: Gs. 1.000.000. Tope mensual de reintegro o descuento: Gs. 100.000.",https://www.universitaria.coop/assets_front/img/promos/20-de-descuento1783105002.png,https://www.universitaria.coop/assets_front/img/promos/bases-y-condiciones1783105002.pdf,https://www.universitaria.coop/promociones/post/supermercados,"Tarjetas de crédito Panal, Cabal y Mastercard de Cooperativa Universitaria",cu-bases-y-condiciones1783105002-archi-la-tienda-archi-1,base,Pago con tarjeta de crédito física
