ID GNB,Comercio,Categoría GNB,Resumen publicado,Vigencia inicial API,Vigencia final API,Texto visible de la ficha,URL de la promoción,Ya representada en la app,Revisión
610,Líder Supermercado,Días GNB,15% de reintegro los días jueves.,2026-04-15,2026-09-24,"15% de reintegro los días jueves. | Del 16 de abril al 24 de septiembre del 2026. | 15% de reintegro para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) por cuenta de tarjeta de crédito Incluye titulares y adicionales, el cual aplica en forma conjunta a los locales de los comercios adheridos. | El descuento será aplicado vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. | No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/610,sí,
364,CompuMarket,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-10-14,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite Premier del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No acumulable con otras promociones. | Beneficio aplica única y exclusivamente a compras vía ecommerce.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/364,sí,source_start_date_stale
219,Juank Servicios y Repuestos,Días GNB,10% Off y hasta 6 cuotas sin intereses,2024-01-01,2026-12-31,Todos los días hasta 10% de descuento y 6 cuotas sin intereses. | Del 07 de enero al 31 de diciembre del 2026. | 10% de descuento en mano de obra para pagos realizados con las tarjetas de crédito del Banco GNB Paraguay. | Hasta 6 cuotas sin intereses para pagos realizados con las tarjetas de crédito del Banco GNB Paraguay. | No aplicable a pagos a través del e-commerce. | El descuento será aplicado al momento del pago en caja/mostrador por el comercio. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente | ✓ Juank Servicios y Repuestos - Casa Central: Ruta 6ta Km 2.5 Encarnación 0971 905277 | ✓ Juank Servicios y Repuestos – Hohenau: Calle Eusebio Ayala c/ Tte Fariña 0961 326890,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/219,sí,source_start_date_stale
368,Go Fit Gym,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-10-15,2026-12-31,Hasta 12 cuotas sin intereses todos los días. | Del 21 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Pagando la anualidad con tu tarjeta de crédito del Banco GNB Paraguay accede al mes 13 sin costo. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea bajo el Plan 1 de Bancard al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No acumulable con otras promociones.,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/368,sí,source_start_date_stale
342,Óptica Itapúa,Cuotas sin intereses,6 Cuotas sin intereses todos los días.,2024-09-18,2026-12-31,"Hasta 6 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 6 cuotas sin intereses para pagos con Tarjetas de Crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones. | ✓ Óptica Itapúa Mcal. Estigarribia c/ Curupayty – Encarnación, Paraguay.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/342,sí,source_start_date_stale
351,Ferrex,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-09-26,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | La promoción aplica todos los días durante el periodo de promoción. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/351,sí,source_start_date_stale
572,Jack & Jones,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días. | Del 03 de septiembre al 27 de noviembre del 2026. | 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. | Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.500.000 (guaraníes dos millones quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Springfield, Women Secret, Forever 21, Jack & Jones). | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/572,sí,
492,Jade Bistro & Eminent Bistro,Días GNB,Hasta 20% de reintegro de miércoles a domingos.,2025-07-18,2026-12-31,"Hasta 20% de reintegro de miércoles a domingos. | Del 01 de julio al 31 de diciembre del 2026. | 20% de reintegro para pagos con tarjetas de crédito Mastercard afinidades Black Premier y Metalcard Premier Banco GNB Paraguay. | 15% de reintegro para pagos con tarjetas de crédito afinidades Mastercard Black, y Visa Platinum e Infinite Premier Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.500.000 (guaranies un millón quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales) en el conjunto de locales adheridos. | Beneficio aplica única y exclusivamente a personas autorizadas para el ingreso a los edificios Jade Park y Eminent. | Beneficio no acumulable con otras promociones. | Los reintegros serán realizados de manera automática en la tarjeta del cliente, el cual será reflejado en el extracto y en los movimientos mensuales de su tarjeta en la aplicación del banco.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/492,sí,source_start_date_stale
573,Aero,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-05-18,2026-11-27,"Hasta 25% off todos los jueves y viernes + 6 cuotas sin intereses en tiendas del Grupo Kemsa. | Del 22 de enero al 27 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay todos los días. | El 15% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/573,sí,
478,Inoga,Días GNB,25% de descuento + Hasta 12 cuotas sin intereses todos los días.,2025-06-20,2026-09-30,"25% de descuento + Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 30 de septiembre del 2026. | 25% de descuento en caja para pagos con tarjetas de crédito Visa y/o Mastercard de afinidades Clásica, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite del Banco GNB Paraguay. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito Visa y/o Mastercard de afinidades Clásica, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite del Banco GNB Paraguay. | El 25% de descuento será aplicado al momento del pago en caja/mostrador. El fraccionamiento de las cuotas deberá ser solicitado al momento de la compra por Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/478,sí,source_start_date_stale
662,Forever 21 – Born To Bloom,Días GNB,Hasta 60% de descuento.,2026-09-07,2026-09-30,"Hasta 60% de descuento. | Del 07 al 30 de septiembre del 2026. | 50% de descuento en caja en toda la tienda para clientes cuyo primer o segundo nombre y/o primer o segundo apellido corresponda a alguno de los nombres florales incluidos en el listado de la promoción, presentando su C.I. físico en caja y abonando con cualquier medio de pago. +10% de descuento para clientes que cumplan con la mecánica Born To Bloom y abonen con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 500.000 (guaraníes quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/662,sí,
589,Democrata,Días GNB,25% off los jueves + 6 cuotas sin intereses,2026-05-17,2026-11-26,"Todos los jueves hasta 25% de descuento + 6 cuotas sin intereses. | Del 15 de enero al 26 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales del comercio. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/589,sí,
564,Casa Imperial,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-01-28,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 28 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum e Infinite Premier del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/564,sí,
239,Chiqui Chic,Días GNB,20% off sobre la seña y hasta 12 cuotas sin intereses.,2023-09-28,2026-12-31,"20% off sobre la seña + Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | 20% de descuento sobre la seña Gs. 1.000.000 para pagos con tarjetas de crédito Visa y/o Mastercard de afinidades Clásica, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito Visa y/o Mastercard de afinidades Clásica, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite. | El 20% de descuento será aplicado al momento del pago en caja/mostrador. El fraccionamiento de las cuotas deberá ser solicitado al momento de la compra por Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | La promoción aplica todos los días durante el periodo de promoción. | No acumulable con otras promociones. | ✓ Chiqui Chic Austria esq. Capitan Emeterio Miranda Esquivel, Asuncion. +595 981 212 570",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/239,sí,source_start_date_stale
515,Paats & Paats,Días GNB,20% de descuento + Hasta 6 cuotas sin intereses los días viernes.,2026-05-17,2026-11-27,"20% de descuento + Hasta 6 cuotas sin intereses los días viernes. | Del 03 de julio al 27 de noviembre del 2026. | 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.000.000 (guaraníes un milón) por cuenta de tarjeta de crédito (incluye titulares y adicionales). | El 10% de descuento será aplicado por el comercio en caja/mostrador al momento del pago y el 10% restante será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/515,sí,
430,Librería Kawaii – Colegio Cristo Rey,Días GNB,20% de descuento de lunes a viernes.,2025-01-20,2026-12-31,"20% de descuento de lunes a viernes. | Del 28 de julio al 31 de diciembre del 2026. | 20% de descuento para pagos con tarjetas de crédito y prepagas Mastercard del Banco GNB Paraguay. | Tope de compra mensual: Gs.250.000 (guaraníes doscientos cincuenta mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales). | No participan de la promoción las tarjetas de débito y crédito Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet. | No acumulable con otras promociones. | El reembolso será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/430,sí,source_start_date_stale
591,O Boticário,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días. | Del 08 de enero al 27 de noviembre del 2026. | Hasta 25% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay todos los jueves y viernes. 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. | Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Champs Elysees, O boticário, Isdin). | La promoción de descuento aplica todos los jueves y viernes dentro del periodo de la promoción. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | El descuento en caja no aplica en la compra de Gift Cards y servicios de cabina como tratamientos faciales. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/591,sí,
81,Tienda Personal,Cuotas sin intereses,Hasta 12 cuotas sin intereses,2024-05-06,2026-12-31,"Hasta 12 cuotas sin intereses todos los dìas. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience Black, Black Premier, Metalcard Premier, Platinum e Infinite del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | Beneficio aplica única y exclusivamente para compras a través del E-commerce. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/81,sí,source_start_date_stale
313,Pandolfo,Cuotas sin intereses,12 Cuotas sin intereses todos los días.,2024-07-31,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum, Infinite del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones. | Consulte las bases y condiciones para más información acerca de locales adheridos.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/313,sí,source_start_date_stale
587,Gino Ventori,Días GNB,25% off los jueves + 6 cuotas sin intereses,2026-05-17,2026-11-26,"Todos los jueves hasta 25% de descuento + 6 cuotas sin intereses. | Del 15 de enero al 26 de noviembre del 2026. | 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves. | 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales del comercio. | Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. | El 10% del descuento será aplicado en mostrador por el comercio al momento del pago y el porcentaje restante vía reintegro en el extracto del cliente lo cual será reflejado al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/587,sí,
481,Luminotecnia,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2025-09-17,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum e Infinite Premier del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/481,sí,source_start_date_stale
406,Clínica Arco,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-12-11,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para las tarjetas de crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Infinite y Platinum. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea bajo el Plan 1 de Bancard al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | La promoción aplica todos los días durante el periodo de promoción. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/406,sí,source_start_date_stale
35,Charpentier,Días GNB,Todos los días 15% de descuento + Hasta 6 cuotas sin intereses.,2026-05-18,2026-12-31,"Todos los días 15% de descuento + Hasta 6 cuotas sin intereses. | Del 01 de enero al 31 de diciembre del 2026. | 15% de descuento para tarjetas de afinidad Clásicas, Oro, Black, Black Premier, Metalcard Premier, Experience, Platinum, Infinite. | Hasta 6 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Black, Black Premier, Metalcard Premier, Experience, Platinum, Infinite. | El descuento será aplicado al momento del pago en caja/mostrador por el comercio. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que sea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/35,sí,
490,Anouk - Hans & Baby An,Días GNB,20% de descuento + Hasta 6 cuotas sin intereses los días jueves.,2026-05-17,2026-11-26,"20% de descuento + Hasta 6 cuotas sin intereses los días jueves. | Del 02 de julio al 26 de noviembre del 2026. | 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. | Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito Banco GNB Paraguay. | Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito Incluye titulares y adicionales. | El 10% de descuento será aplicado por el comercio en caja/mostrador al momento del pago y el 10% restante será vía reintegro en el extracto al cierre o podrá visualizarlo en su app en los movimientos mensuales de su tarjeta. Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/490,sí,
269,PSA Purificadores de Agua,Cuotas sin intereses,Hasta 12 cuotas sin intereses,2024-01-01,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para las tarjetas de crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Infinite y Platinum. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea bajo el Plan 1 de Bancard al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente | No acumulable con otras promociones. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | ✓ PSA World Trade Center Asunción (Local 83) Avenida Aviadores del Chaco – Asunción, Paraguay",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/269,sí,source_start_date_stale
133,Visuar,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2025-02-23,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/133,sí,source_start_date_stale
571,Women'Secret,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-05-17,2026-11-27,"Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días. | Del 03 de septiembre al 27 de noviembre del 2026. | 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. | Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay. | Tope de compra mensual: Gs. 2.500.000 (guaraníes dos millones quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Springfield, Women Secret, Forever 21, Jack & Jones). | El descuento en caja no aplica en la compra de Gift Cards. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/571,sí,
268,Carestino,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2024-03-31,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 05 de enero al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses para las tarjetas de crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Infinite y Platinum. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones. | Carestino | La Recoleta, Charles De Gaulle – Asunción, Paraguay",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/268,sí,source_start_date_stale
634,Doha Home,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-08-26,2026-12-31,"Hasta 12 cuotas sin intereses todos los días. | Del 26 de agosto al 31 de diciembre del 2026. | Hasta 12 cuotas sin intereses con las tarjetas de crédito del Banco GNB Paraguay. | Para el fraccionamiento de las cuotas el cliente deberá solicitar/seleccionar la cantidad de cuotas que desea al momento del pago bajo el Plan 1 de Bancard. Las cuotas se verán reflejadas en el extracto del cliente. | No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. | No acumulable con otras promociones.",https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/634,sí,
