reason,bank,category,merchant_name,address,city,department,geocode_source,google_confidence,google_name,formatted_address,lat,lng,source_url
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta PY02 Km. 160,Caaguazú,Caaguazú,city_approximation,,,,-25.4612,-56.0203,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Acosta Ñu c/ Delfín Chamorro,Caaguazú,Caaguazú,city_approximation,,,,-25.4636,-56.0191,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Gral. Bernardino Caballero esq. Pte. Carlos Antonio López,Caaguazú,Caaguazú,city_approximation,,,,-25.466,-56.0179,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta PY02 Km. 190,Caaguazú,Caaguazú,city_approximation,,,,-25.4612,-56.0263,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta PY02 Km. 188,Caaguazú,Caaguazú,city_approximation,,,,-25.4588,-56.0215,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Km. 9 – Acaray,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5203,-54.6095,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avenida Julio Cesar Riquelme,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5179,-54.6215,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Alejo García y Sgto. Rivas Ortellado - Barrio Catedral,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5251,-54.6251,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Bernardino Caballero entre Av. América y Julio Correa,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5251,-54.6251,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Amado Benitez y 25 de Agosto - Barrio Santa Ana,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5215,-54.6191,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Ruta 7, Km. 4,5 - Ciudad del Este",Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5203,-54.6239,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Peru esq. Fortin Toledo,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5131,-54.6143,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Jose Marti y Av. Benigno Ferreira - Barrio Ciudad Nueva,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5191,-54.6095,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Primero de Mayo c/ Guillermo Arias,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5263,-54.6119,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Iturbe y Azara,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5155,-54.6071,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Minga Guazú Km. 14,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5083,-54.6143,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Rogelio Benítez y Lomas Valentinas,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5107,-54.6215,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Km. 10 Acaray,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5179,-54.6155,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,O’Leary esq. José Asunción Flores,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5143,-54.6083,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Tte. Facundo Almada esq. Avda. Capitán del Puerto,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5119,-54.6131,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Fortín Toledo esq. O’Higgins,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5215,-54.6131,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Monseñor Rodríguez esq. Rafael Barret,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5119,-54.6083,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Km. 14 – Ruta Los Cedrales,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5083,-54.6095,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Naranjal esq. Nuestra Señora de la Asunción,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5071,-54.6131,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Supercarretera Carlos Antonio López,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5083,-54.6107,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Avda. Amado Benítez Gamarra, frente al Seminario",Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5107,-54.6167,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Manuel Ortiz Guerrero esq. Natalicio Talavera,Ciudad del Este,Alto Paraná,city_approximation,,,,-25.5263,-54.6107,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Defensores del Chaco esq. Canindeyú,Coronel Oviedo,Caaguazú,city_approximation,,,,-25.436,-56.4343,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Mcal. Estigarribia entre Carmelo Peralta y Sargento 1ro. Florentino Benitez - Centro de Cnel. Oviedo,Coronel Oviedo,Caaguazú,city_approximation,,,,-25.4384,-56.4463,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avenida Defensores del Chaco Nº 120,Coronel Oviedo,Caaguazú,city_approximation,,,,-25.4528,-56.4463,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Nanawa e/ Ayolas,Coronel Oviedo,Caaguazú,city_approximation,,,,-25.4408,-56.4403,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Calle Marista c/ Loteadora Fracción 2,Coronel Oviedo,Caaguazú,city_approximation,,,,-25.4516,-56.4415,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avenida Caballero c/ Avda. Irrazabal,Encarnación,Itapúa,city_approximation,,,,-27.3366,-55.8751,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 6 Km. 2 - Entrada Chaipe,Encarnación,Itapúa,city_approximation,,,,-27.327,-55.8679,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Calle Carlos A. López y Gral. Cabañas,Encarnación,Itapúa,city_approximation,,,,-27.3342,-55.8691,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avenida Irrazabal esq. General Cabañas,Encarnación,Itapúa,city_approximation,,,,-27.3342,-55.8607,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 1 Km. 12,Encarnación,Itapúa,city_approximation,,,,-27.3246,-55.8715,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Carlos Hrase y Ruta 1,Encarnación,Itapúa,city_approximation,,,,-27.3234,-55.8583,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ntra. Sra. de Fátima esq. Santa Lucía,Encarnación,Itapúa,city_approximation,,,,-27.3306,-55.8595,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Km. 2 Supercarretera c/ Avda. Rodríguez de Francia,Hernandarias,Alto Paraná,city_approximation,,,,-25.3982,-54.65,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Juan E. O’Leary c/ Cesar Gianotti (Centro),Hernandarias,Alto Paraná,city_approximation,,,,-25.415,-54.644,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Supercarretera camino a Salto del Guaira Km 384 - Colonia Fortuna,Hernandarias,Alto Paraná,city_approximation,,,,-25.403,-54.6464,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Ruta Nº 7, Km, 16 del Distrito de Minga Guazú",Minga Guazú,Alto Paraná,city_approximation,,,,-25.4908,-54.7659,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 7 km 14 - Desvio Cedrales - Minga Guazú,Minga Guazú,Alto Paraná,city_approximation,,,,-25.4944,-54.7551,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 7 Km. 30 - Minga Guazú,Minga Guazú,Alto Paraná,city_approximation,,,,-25.4908,-54.7527,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta PY07 Km 27 Monday,Minga Guazú,Alto Paraná,city_approximation,,,,-25.4812,-54.7515,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Avda. Monday Km. 51,5 – Barrio San Miguel",Presidente Franco,Alto Paraná,city_approximation,,,,-25.5297,-54.6143,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ciudad de Villarrica sobre Ruta 8,Villarrica,Guairá,city_approximation,,,,-25.7452,-56.4369,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Dr. Blas Garay esq. Blvd. Yegros,Villarrica,Guairá,city_approximation,,,,-25.7488,-56.4345,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Carlos Antonio López c/ Dr. Botrell,Villarrica,Guairá,city_approximation,,,,-25.7572,-56.4273,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta PY03 – Km. 132,25 de Diciembre,San Pedro,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Ruta Carapegua - Acahay - Calle Tte. Rogelio Cardozo y Mons. Bogarin, Km. 100",Acahay,Paraguarí,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Caronay,Alto Verá,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ramal Altos a San Bernardino – Km. 69,Altos,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta Altos – Loma Grande esq. 10 de Agosto,Altos,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 3 Km. 61,Arroyos y Esteros,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta Transchaco – Km 46 - Benjamin Aceval,Benjamín Aceval,Presidente Hayes,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta Transchaco Km. 35,Benjamín Aceval,Presidente Hayes,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 2 Mcal. Estigarribia – Km. 52,Caacupé,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Cristo Rey c/ Calle 5,Caacupé,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Gaudioso Núñez esq. San Isidro – Cabañas,Caacupé,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Ruta 6 Km. 18,5",Capitán Miranda,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Calle Colón Sinforino Rodríguez,Carapeguá,Paraguarí,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta D027 esq. Ruta Carapeguá – Acahay,Carapeguá,Paraguarí,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta P08 y Pte. Franco,Carayaó,Caaguazú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Popal al lado de la estancia Kuffel - Colonia Tirol,Carlos Antonio López,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Finca N° 12.943, Lugar Denominado Abasto Cué",Concepción,Concepción,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Boquerón y Juan Carlos García,Concepción,Concepción,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. Agustín F. de Pinedo c/ Caballero Añazco,Concepción,Concepción,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Padre Fermín Sarmiento esq. Sargento Pirelli,Concepción,Concepción,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 10 Km 365 Cruce Guaraní,Corpus Christi,Canindeyú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Ruta 10 Km 300, a KM 35 de Lugar Ybyra Pyta",Curuguaty,Canindeyú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Avda. 14 de mayo y Silvio Pettirossi,Curuguaty,Canindeyú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Crescencio Frutos c/ Ex Combatiente Gerónimo Paredes,Curuguaty,Canindeyú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Mcal. José Félix Estigarribia esq. 1ro. de Marzo,Curuguaty,Canindeyú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Colonia Edelira a Km. 30 de la Ruta 6,Edelira,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 6 Km. 107 – Colonia Pirapey,Edelira,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta PY03 Gral. Elizardo Aquino Km. 35,Emboscada,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 2 Km. 75,Eusebio Ayala,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta Graneros del Sur,Fram,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,"Calle 3 c/ Ruta Graneros del Sur, Fuji, Distrito de la Paz",Fram,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta Fram – La Paz c/ Rep. San Salvación,Fram,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 3 Km. 222. - Gral. Resquín,General Resquín,San Pedro,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Gral Francisco Alvarez c/ la Alborada,Gral. Francisco Caballero Álvarez,Canindeyú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 3 Km. 241 – Guayaiby,Guayaiby,San Pedro,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 6 Km. 38,Hohenau,Itapúa,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 2 Km. 84,Itacurubí de la Cordillera,Cordillera,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 7 Km. 219 - Campo 8,J. Eulogio Estigarribia,Caaguazú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Ruta 7 Km 213 - Campo 9,J. Eulogio Estigarribia,Caaguazú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Calle 2 Campo 9,J. Eulogio Estigarribia,Caaguazú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Dr. Gaspar Rodríguez de Francia,José Domingo Ocampos,Caaguazú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
Coordenada aproximada o faltante,BNF,Combustible,Estaciones de Servicio,Independencia Nacional y Maracaná 1,Juan E. O´Leary,Caaguazú,,,,,,,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_AGOSTO_2026_fd2e476e47.pdf
