ID GNB,Comercio,Categoría web,Resumen web,Vigencia web final,Vigencia PDF,Vigencia PDF final,Beneficio PDF,Condiciones PDF,PDF páginas,PDF SHA256,URL promoción,URL bases,Alertas
532,Master Shop,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,"• Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum e Infinite Premier del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,d40c046c43342f6d03f8a30b840c62c50213558377238c986f6c94736df3bdf6,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/532,https://www.beneficiosbancognb.com.py/imagenes/4911_bases-y-condiciones-master-shop-002-.pdf,
460,Alpa Muebles,Días GNB,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 06 de febrero al 31 de diciembre del 2026.,2026-12-31,"• Hasta 12 cuotas sin intereses para tarjetas de afinidad Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum, Infinite del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Clásicas, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,a303cd629353a4d52ec6f798c22da086042157895de74fc6f21e04564d95f58a,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/460,https://www.beneficiosbancognb.com.py/imagenes/4677_bases-y-condiciones-alpa-muebles-002-.pdf,
405,Claro Paraguay,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,9fb18b16e5a94fe3c53c89ad1f555c658fcfea6bef524c48dcf00ec4cf250119,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/405,https://www.beneficiosbancognb.com.py/imagenes/4471_bases-y-condiciones-claro.pdf,
340,Taller Ruschel,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre de 2026.,2026-12-31,"• Hasta 12 cuotas sin intereses para pagos con Tarjetas de Crédito Clásicas, Oro, Experience, Black, Black Premier, Metalcard Premier, Platinum e Infinite.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,9f40f4ae78a9faae00322b0d86b8cdf50317f2245628e267d8bea721255beca3,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/340,https://www.beneficiosbancognb.com.py/imagenes/4245_bases-y-condiciones-taller-ruschel-agosto.pdf,
317,Moplex,Cuotas sin intereses,12 Cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,455e9cccb76891c3947ab7617812c7a47827c6b3f0f4c8aeb77ee35019bf4a9d,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/317,https://www.beneficiosbancognb.com.py/imagenes/4140_bases-y-condiciones-moplex.pdf,
638,Baza Rattán,Días GNB,20% de descuento + Hasta 12 cuotas sin intereses.,2026-12-31,Del 17 de julio al 31 de diciembre del 2026.,2026-12-31,"• 20% de descuento para pagos con tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • Hasta 12 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • El beneficio aplica única y exclusivamente del 17 al 20 y los últimos tres días de cada mes dentro del periodo de la promoción. • No participan de la promoción las tarjetas de débito, crédito Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Tope de compra mensual: Gs. 3.000.000 (guaraníes tres millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales del comercio. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,766a9d56eb48bdddcb70b0bf6c0f12b2fcfe4ae1cb485770c47030d6982458ae,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/638,https://www.beneficiosbancognb.com.py/imagenes/5253_bases-y-condiciones-baza-rattan.pdf,
588,Melissa,Días GNB,25% off los jueves + 6 cuotas sin intereses,2026-11-26,Del 15 de enero al 26 de noviembre del 2026.,2026-11-26,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay. .","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los jueves dentro del periodo de la promoción. • No acumulable con otras promociones. • Aplica en las tiendas del Paseo la Galería y delSol Shopping, excluyendo el outlet. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales del comercio. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,0503bf180b1ad47ee47896760e024cf745dc0626ba908045d3bcc93d0192368c,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/588,https://www.beneficiosbancognb.com.py/imagenes/1057_bases-y-condiciones-gino-ventori-melissa-democrata-002-.pdf,
576,Kappa,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-11-27,Del 22 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Se excluyen de la promoción productos de la APF, Cerro Porteño, Olimpia y Libertad. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,246e0cb9de907eb5055ba296e58fbad623ba6cdd471b9de4161b3fba894f2a65,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/576,https://www.beneficiosbancognb.com.py/imagenes/3638_bases-y-condiciones-kemsa.pdf,
311,Fercell,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,06e9539552614fab09e35679663eac728a7a4895dc3312a2c8882420a834fb1b,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/311,https://www.beneficiosbancognb.com.py/imagenes/4123_bases-y-condiciones-fercell.pdf,
661,Depilife,Días GNB,50% de descuento + Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 02 de septiembre al 31 de diciembre del 2026.,2026-12-31,• 50% de descuento pagando con las tarjetas de crédito del Banco GNB Paraguay en la compra de 6 sesiones o más. • Hasta 12 cuotas sin intereses con las tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,b763cbcbbb9ff15f8326039055182f48560eceadacddf2b8ac81c6844563a03b,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/661,https://www.beneficiosbancognb.com.py/imagenes/5330_bases-y-condiciones-depilife.pdf,
578,Lotto,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-11-27,Del 22 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Se excluyen de la promoción productos de la APF, Cerro Porteño, Olimpia y Libertad. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,246e0cb9de907eb5055ba296e58fbad623ba6cdd471b9de4161b3fba894f2a65,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/578,https://www.beneficiosbancognb.com.py/imagenes/3638_bases-y-condiciones-kemsa.pdf,
577,Kenneth Cole,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-11-27,Del 22 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Se excluyen de la promoción productos de la APF, Cerro Porteño, Olimpia y Libertad. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,246e0cb9de907eb5055ba296e58fbad623ba6cdd471b9de4161b3fba894f2a65,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/577,https://www.beneficiosbancognb.com.py/imagenes/3638_bases-y-condiciones-kemsa.pdf,
554,Puerto Liebig,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 14 de enero al 31 de diciembre del 2026.,2026-12-31,"• Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum e Infinite Premier del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,0f54a6a3c702f8aba6c16e1e1e0a10c4cd9976573a5d92b8682f7ef88cdd584c,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/554,https://www.beneficiosbancognb.com.py/imagenes/4975_bases-y-condiciones-puerto-liebig.pdf,
536,24.7 Materiales Eléctricos,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,"• Hasta 12 cuotas sin intereses para tarjetas de afinidad Clásicas, Oro, Experience. Black, Black Premier, Metalcard Premier, Platinum e Infinite Premier del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,5f8ef23d0090b4b1637137bf4e4adb2355f31c288adf03ff4fd27a9f653be7fd,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/536,https://www.beneficiosbancognb.com.py/imagenes/4923_bases-y-condiciones-24.7-materiales-el%C3%A9ctricos.pdf,
404,Cindy Zayas - Fotografía Familiar,Cuotas sin intereses,Hasta 6 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,06aaff47a1612383da245a4627c4c0870486bcad00f658ef44632c4c28bc47e8,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/404,https://www.beneficiosbancognb.com.py/imagenes/4469_bases-y-condiciones-cindy-zayas.pdf,
373,Fermaco,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,ccd4ba05e52fd863be69dbb02bdaf73c61e4cc6352ad90a1fe47b5bc568b3970,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/373,https://www.beneficiosbancognb.com.py/imagenes/4351_bases-y-condiciones-fermaco.pdf,
361,Decanter Vinos Boutique,Días GNB,Hasta 15% de descuento en productos seleccionados + Hasta 6 cuotas sin intereses.,2026-12-31,Del 19 de marzo al 31 de diciembre del 2026.,2026-12-31,• Hasta 15% de descuento en productos seleccionados para pagos con tarjetas de crédito del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,156d6b8af074b6ce9b8fbe6257bb1de5f56616f7d97058f6009fcc8fdc73d6c9,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/361,https://www.beneficiosbancognb.com.py/imagenes/4302_bases-y-condiciones-decanter-vinos-boutique.pdf,
333,Todo Compras,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,15fced46a546babdf84c5417741590cccfddf8b905002e7742171eab1dd1bac5,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/333,https://www.beneficiosbancognb.com.py/imagenes/4214_bases-y-condiciones-todo-compras.pdf,
640,Calzados Rajomar,Días GNB,Hasta 20% de descuento + Hasta 6 cuotas sin intereses todos los sábados.,2026-11-28,Del 18 de julio al 28 de noviembre del 2026.,2026-11-28,"• 20% de descuento para pagos con tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • 15% de descuento para pagos con tarjetas de crédito Mastercard Clásicas y Oro del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. • No acumulable con otras promociones. • La promoción aplica todos los sábados dentro del periodo de vigencia de la promoción. • Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito Incluye titulares y adicionales, (aplica en forma conjunta a los dos comercios adheridos). • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,27241bf9257f4e70d8319c815ecb8fb949760f869cdc647bb013a138e4796283,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/640,https://www.beneficiosbancognb.com.py/imagenes/5259_bases-y-condiciones-calzados-rajomar.pdf,
607,El Pescador,Cuotas sin intereses,Hasta 6 cuotas sin intereses todos los días.,2026-12-31,Del 18 de marzo al 31 de diciembre del 2026.,2026-12-31,• Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,5ab2838e377b94bf1019721898b729d14a6db7636ab0c7e925bab6932ad0b434,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/607,https://www.beneficiosbancognb.com.py/imagenes/5109_bases-y-condiciones-el-pescador.pdf,
601,Farfalle,Días GNB,20% de descuento + Hasta 6 cuotas sin intereses todos los días.,2026-12-31,Del 23 de marzo al 31 de diciembre del 2026.,2026-12-31,• 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,86484e81b2d912697c64e67032f8520d006ec0268938ee263693f046a91c5f4a,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/601,https://www.beneficiosbancognb.com.py/imagenes/5098_bases-y-condiciones-farfalle.pdf,
443,Aqualar,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,983045a05017712d0dfcc75a93f5e9a0dbc6a84c513b4ae2d78142d50350ddd8,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/443,https://www.beneficiosbancognb.com.py/imagenes/4621_bases-y-condiciones-aqualar.pdf,
302,Ferre Garden,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,66e25911d2e3fc6c6ce63b2ec0339416de5057e41daaf6d289cc8ea0f887326e,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/302,https://www.beneficiosbancognb.com.py/imagenes/4097_bases-y-condiciones-ferre-garden.pdf,
